  cell  ,E,W,N,S
"(46, 47)",1,1,1,0
"(47, 47)",1,1,0,0
"(48, 47)",1,0,0,1
"(49, 47)",1,0,1,0
"(50, 47)",1,0,0,1
"(51, 47)",0,0,1,1
"(52, 47)",1,0,1,0
"(53, 47)",1,0,0,1
"(54, 47)",0,0,1,1
"(55, 47)",0,0,1,1
"(56, 47)",0,1,1,0
"(57, 47)",1,0,0,1
"(58, 47)",1,1,1,0
"(59, 47)",1,0,0,1
"(60, 47)",0,0,1,1
"(61, 47)",0,0,1,1
"(62, 47)",0,0,1,1
"(63, 47)",0,0,1,1
"(64, 47)",1,0,1,0
"(65, 47)",0,1,0,1
"(66, 47)",1,0,1,0
"(67, 47)",1,1,0,0
"(68, 47)",0,1,0,1
"(69, 47)",0,1,1,0
"(70, 47)",1,1,0,0
"(71, 47)",1,1,0,0
"(72, 47)",1,1,0,0
"(73, 47)",1,0,0,1
"(74, 47)",0,1,1,0
"(75, 47)",0,1,0,0
"(1, 48)",1,1,0,1
"(2, 48)",0,0,1,1
"(3, 48)",0,0,1,0
"(4, 48)",1,1,0,1
"(5, 48)",1,0,1,0
"(6, 48)",1,1,0,1
"(7, 48)",0,0,1,0
"(8, 48)",1,1,0,0
"(9, 48)",1,1,0,0
"(10, 48)",1,0,0,1
"(11, 48)",0,0,1,1
"(12, 48)",0,0,1,1
"(13, 48)",0,1,1,0
"(14, 48)",1,0,0,1
"(15, 48)",0,1,1,0
"(16, 48)",1,0,0,0
"(17, 48)",0,1,0,1
"(18, 48)",0,0,1,1
"(19, 48)",1,1,1,0
"(20, 48)",1,0,0,1
"(21, 48)",1,0,1,1
"(22, 48)",0,0,1,1
"(23, 48)",0,0,1,1
"(24, 48)",0,1,1,0
"(25, 48)",0,1,0,1
"(26, 48)",0,0,1,0
"(27, 48)",1,1,0,1
"(28, 48)",0,1,1,1
"(29, 48)",0,0,1,1
"(30, 48)",1,0,1,0
"(31, 48)",1,0,0,1
"(32, 48)",0,1,1,1
"(33, 48)",0,1,1,0
"(34, 48)",1,0,0,1
"(35, 48)",0,1,1,0
"(36, 48)",1,0,0,1
"(37, 48)",1,0,1,0
"(38, 48)",1,0,0,1
"(39, 48)",1,0,1,0
"(40, 48)",1,1,0,0
"(41, 48)",1,0,0,0
"(42, 48)",0,1,0,1
"(43, 48)",0,1,1,0
"(44, 48)",1,0,0,1
"(45, 48)",1,0,1,0
"(46, 48)",0,1,0,1
"(47, 48)",0,1,1,0
"(48, 48)",1,1,0,0
"(49, 48)",1,1,0,0
"(50, 48)",1,1,0,0
"(51, 48)",0,0,0,1
"(52, 48)",0,1,1,1
"(53, 48)",0,1,1,0
"(54, 48)",1,0,0,1
"(55, 48)",1,0,1,1
"(56, 48)",0,0,1,1
"(57, 48)",0,1,1,0
"(58, 48)",0,1,0,0
"(59, 48)",1,1,0,0
"(60, 48)",1,0,0,0
"(61, 48)",1,0,0,1
"(62, 48)",0,0,1,1
"(63, 48)",1,0,1,0
"(64, 48)",0,1,0,1
"(65, 48)",0,0,1,1
"(66, 48)",0,1,1,0
"(67, 48)",0,1,0,1
"(68, 48)",0,0,1,1
"(69, 48)",0,0,1,1
"(70, 48)",0,1,1,0
"(71, 48)",0,1,0,1
"(72, 48)",1,1,1,0
"(73, 48)",0,1,0,1
"(74, 48)",0,0,1,1
"(75, 48)",1,0,1,0
"(1, 49)",1,1,0,0
"(2, 49)",1,0,0,1
"(3, 49)",1,0,1,0
"(4, 49)",0,1,0,0
"(5, 49)",1,1,0,0
"(6, 49)",1,1,0,0
"(7, 49)",1,0,0,1
"(8, 49)",0,1,1,0
"(9, 49)",1,1,0,0
"(10, 49)",1,1,0,0
"(11, 49)",0,0,0,1
"(12, 49)",1,0,1,1
"(13, 49)",0,0,1,0
"(14, 49)",1,1,0,1
"(15, 49)",0,0,1,1
"(16, 49)",1,1,1,0
"(17, 49)",1,0,0,0
"(18, 49)",1,0,0,1
"(19, 49)",0,1,1,0
"(20, 49)",1,1,0,0
"(21, 49)",0,1,0,0
"(22, 49)",1,0,0,1
"(23, 49)",1,0,1,0
"(24, 49)",1,0,0,1
"(25, 49)",0,0,1,1
"(26, 49)",0,0,1,1
"(27, 49)",0,1,1,0
"(28, 49)",1,0,0,1
"(29, 49)",0,0,1,1
"(30, 49)",0,1,1,0
"(31, 49)",1,1,0,1
"(32, 49)",0,0,1,1
"(33, 49)",0,0,1,0
"(34, 49)",1,1,0,0
"(35, 49)",0,0,0,1
"(36, 49)",0,1,1,0
"(37, 49)",1,1,0,0
"(38, 49)",1,1,0,0
"(39, 49)",0,1,0,1
"(40, 49)",0,1,1,0
"(41, 49)",0,1,0,1
"(42, 49)",0,0,1,1
"(43, 49)",1,0,1,1
"(44, 49)",0,1,1,0
"(45, 49)",0,1,0,0
"(46, 49)",1,0,0,1
"(47, 49)",1,0,1,0
"(48, 49)",1,1,0,0
"(49, 49)",0,1,0,1
"(50, 49)",1,1,1,0
"(51, 49)",1,0,0,1
"(52, 49)",1,0,1,0
"(53, 49)",0,0,0,1
"(54, 49)",1,1,1,0
"(55, 49)",0,1,0,1
"(56, 49)",1,0,1,0
"(57, 49)",1,0,0,1
"(58, 49)",0,0,1,1
"(59, 49)",0,1,1,0
"(60, 49)",1,1,0,1
"(61, 49)",0,1,1,0
"(62, 49)",1,0,0,0
"(63, 49)",0,1,0,1
"(64, 49)",0,0,1,1
"(65, 49)",0,0,1,1
"(66, 49)",0,0,1,1
"(67, 49)",1,0,1,0
"(68, 49)",1,0,0,1
"(69, 49)",0,0,1,1
"(70, 49)",0,0,1,1
"(71, 49)",0,0,1,1
"(72, 49)",0,1,1,0
"(73, 49)",1,0,0,1
"(74, 49)",1,0,1,0
"(75, 49)",1,1,0,0
"(1, 50)",1,1,0,0
"(2, 50)",1,1,0,0
"(3, 50)",0,1,0,1
"(4, 50)",1,0,1,1
"(5, 50)",1,1,1,0
"(6, 50)",1,1,0,1
"(7, 50)",0,1,1,0
"(8, 50)",1,0,0,1
"(9, 50)",0,1,1,0
"(10, 50)",0,1,0,1
"(11, 50)",1,0,1,0
"(12, 50)",0,1,0,1
"(13, 50)",0,0,1,1
"(14, 50)",0,1,1,1
"(15, 50)",0,0,1,1
"(16, 50)",0,1,1,1
"(17, 50)",0,1,1,0
"(18, 50)",0,1,0,1
"(19, 50)",1,0,1,0
"(20, 50)",0,1,0,1
"(21, 50)",0,0,1,1
"(22, 50)",0,1,1,0
"(23, 50)",0,1,0,1
"(24, 50)",0,1,1,0
"(25, 50)",0,0,0,1
"(26, 50)",1,0,1,1
"(27, 50)",0,0,1,0
"(28, 50)",0,1,0,1
"(29, 50)",1,0,1,0
"(30, 50)",0,0,0,1
"(31, 50)",1,1,1,0
"(32, 50)",1,0,0,1
"(33, 50)",1,0,1,0
"(34, 50)",1,1,0,0
"(35, 50)",1,0,0,1
"(36, 50)",0,0,1,1
"(37, 50)",0,1,1,0
"(38, 50)",0,1,0,1
"(39, 50)",0,0,1,1
"(40, 50)",1,0,1,0
"(41, 50)",1,0,0,1
"(42, 50)",0,0,1,1
"(43, 50)",0,1,1,0
"(44, 50)",1,0,0,1
"(45, 50)",0,0,1,1
"(46, 50)",0,1,1,0
"(47, 50)",1,1,0,0
"(48, 50)",0,1,0,1
"(49, 50)",1,0,1,0
"(50, 50)",0,1,0,0
"(51, 50)",1,1,0,0
"(52, 50)",0,1,0,1
"(53, 50)",0,0,1,1
"(54, 50)",0,1,1,1
"(55, 50)",1,0,1,0
"(56, 50)",1,1,0,0
"(57, 50)",1,1,0,0
"(58, 50)",1,0,0,1
"(59, 50)",0,0,1,0
"(60, 50)",0,1,0,1
"(61, 50)",0,0,1,1
"(62, 50)",1,1,1,0
"(63, 50)",1,0,0,1
"(64, 50)",1,0,1,0
"(65, 50)",1,0,0,1
"(66, 50)",0,0,1,1
"(67, 50)",1,1,1,0
"(68, 50)",1,1,0,0
"(69, 50)",1,0,0,1
"(70, 50)",1,0,1,1
"(71, 50)",1,0,1,0
"(72, 50)",1,0,0,1
"(73, 50)",0,1,1,0
"(74, 50)",1,1,0,1
"(75, 50)",1,1,1,0
"(1, 51)",1,1,0,0
"(2, 51)",1,1,0,0
"(3, 51)",1,0,0,0
"(4, 51)",1,1,0,0
"(5, 51)",1,1,0,0
"(6, 51)",0,1,0,0
"(7, 51)",1,0,0,1
"(8, 51)",0,1,1,0
"(9, 51)",1,0,0,1
"(10, 51)",1,0,1,0
"(11, 51)",1,1,0,0
"(12, 51)",1,0,0,1
"(13, 51)",0,0,1,1
"(14, 51)",0,0,1,1
"(15, 51)",0,0,1,1
"(16, 51)",0,0,1,1
"(17, 51)",1,0,1,1
"(18, 51)",0,0,1,0
"(19, 51)",1,1,0,0
"(20, 51)",0,0,0,1
"(21, 51)",1,0,1,0
"(22, 51)",1,0,0,1
"(23, 51)",0,0,1,1
"(24, 51)",0,0,1,1
"(25, 51)",1,0,1,1
"(26, 51)",0,1,1,0
"(27, 51)",1,0,0,1
"(28, 51)",1,0,1,0
"(29, 51)",0,1,0,1
"(30, 51)",1,0,1,0
"(31, 51)",1,1,0,0
"(32, 51)",1,1,0,0
"(33, 51)",0,1,0,1
"(34, 51)",0,1,1,0
"(35, 51)",1,1,0,1
"(36, 51)",0,0,1,1
"(37, 51)",0,0,1,1
"(38, 51)",0,0,1,1
"(39, 51)",0,0,1,1
"(40, 51)",0,1,1,0
"(41, 51)",1,1,0,0
"(42, 51)",1,0,0,1
"(43, 51)",1,0,1,0
"(44, 51)",1,1,0,0
"(45, 51)",1,0,0,1
"(46, 51)",0,0,1,0
"(47, 51)",0,1,0,1
"(48, 51)",1,0,1,0
"(49, 51)",0,1,0,1
"(50, 51)",0,0,1,1
"(51, 51)",0,1,1,0
"(52, 51)",1,0,0,1
"(53, 51)",0,0,1,1
"(54, 51)",1,0,1,0
"(55, 51)",1,1,0,0
"(56, 51)",1,1,0,1
"(57, 51)",0,1,1,0
"(58, 51)",1,1,0,1
"(59, 51)",0,0,1,1
"(60, 51)",0,0,1,1
"(61, 51)",0,0,1,1
"(62, 51)",0,1,1,1
"(63, 51)",0,1,1,0
"(64, 51)",0,1,0,0
"(65, 51)",1,1,0,0
"(66, 51)",0,0,0,1
"(67, 51)",0,1,1,0
"(68, 51)",1,1,0,0
"(69, 51)",0,1,0,0
"(70, 51)",1,1,0,0
"(71, 51)",1,1,0,0
"(72, 51)",0,1,0,0
"(73, 51)",1,0,0,1
"(74, 51)",1,1,1,0
"(75, 51)",1,1,0,0
"(1, 52)",0,1,0,0
"(2, 52)",1,1,0,0
"(3, 52)",1,1,0,1
"(4, 52)",0,1,1,0
"(5, 52)",1,1,0,0
"(6, 52)",1,0,0,1
"(7, 52)",0,1,1,1
"(8, 52)",0,0,1,0
"(9, 52)",1,1,0,0
"(10, 52)",1,1,0,1
"(11, 52)",0,1,1,0
"(12, 52)",0,1,0,1
"(13, 52)",1,0,1,0
"(14, 52)",1,0,0,1
"(15, 52)",0,0,1,1
"(16, 52)",1,0,1,0
"(17, 52)",0,1,0,1
"(18, 52)",0,0,1,1
"(19, 52)",0,1,1,0
"(20, 52)",1,0,0,1
"(21, 52)",0,1,1,0
"(22, 52)",0,1,0,1
"(23, 52)",1,0,1,0
"(24, 52)",1,0,0,0
"(25, 52)",0,1,0,1
"(26, 52)",0,0,1,1
"(27, 52)",0,1,1,0
"(28, 52)",0,1,0,1
"(29, 52)",1,0,1,0
"(30, 52)",1,1,0,0
"(31, 52)",0,1,0,0
"(32, 52)",1,1,0,0
"(33, 52)",1,0,0,1
"(34, 52)",1,0,1,0
"(35, 52)",0,1,0,1
"(36, 52)",1,0,1,0
"(37, 52)",1,0,0,1
"(38, 52)",0,0,1,0
"(39, 52)",1,0,0,1
"(40, 52)",0,0,1,1
"(41, 52)",0,1,1,1
"(42, 52)",0,1,1,0
"(43, 52)",0,1,0,1
"(44, 52)",0,1,1,1
"(45, 52)",1,1,1,0
"(46, 52)",1,0,0,1
"(47, 52)",1,0,1,1
"(48, 52)",0,1,1,1
"(49, 52)",0,0,1,1
"(50, 52)",0,0,1,1
"(51, 52)",0,0,1,0
"(52, 52)",0,1,0,1
"(53, 52)",1,0,1,0
"(54, 52)",0,1,0,1
"(55, 52)",0,1,1,0
"(56, 52)",0,1,0,1
"(57, 52)",1,0,1,0
"(58, 52)",0,1,0,1
"(59, 52)",1,0,1,0
"(60, 52)",1,0,0,1
"(61, 52)",0,0,1,1
"(62, 52)",0,0,1,1
"(63, 52)",0,0,1,1
"(64, 52)",0,0,1,1
"(65, 52)",0,1,1,0
"(66, 52)",1,0,0,1
"(67, 52)",0,0,1,1
"(68, 52)",0,1,1,0
"(69, 52)",1,0,0,1
"(70, 52)",0,1,1,0
"(71, 52)",0,1,0,1
"(72, 52)",0,0,1,1
"(73, 52)",0,1,1,0
"(74, 52)",0,1,0,0
"(75, 52)",1,1,0,0
"(1, 53)",1,0,0,1
"(2, 53)",0,1,1,0
"(3, 53)",0,1,0,1
"(4, 53)",1,0,1,1
"(5, 53)",0,1,1,0
"(6, 53)",1,1,0,1
"(7, 53)",1,0,1,1
"(8, 53)",0,0,1,1
"(9, 53)",0,1,1,0
"(10, 53)",0,1,0,0
"(11, 53)",1,0,0,1
"(12, 53)",0,0,1,1
"(13, 53)",0,1,1,0
"(14, 53)",1,1,0,0
"(15, 53)",1,0,0,0
"(16, 53)",0,1,0,1
"(17, 53)",0,0,1,1
"(18, 53)",0,0,1,1
"(19, 53)",1,0,1,0
"(20, 53)",1,1,0,1
"(21, 53)",0,0,1,1
"(22, 53)",1,0,1,0
"(23, 53)",1,1,0,0
"(24, 53)",1,1,0,1
"(25, 53)",0,0,1,1
"(26, 53)",1,0,1,0
"(27, 53)",0,0,0,1
"(28, 53)",1,0,1,0
"(29, 53)",1,1,0,0
"(30, 53)",0,1,0,1
"(31, 53)",0,0,1,1
"(32, 53)",0,1,1,0
"(33, 53)",0,1,0,0
"(34, 53)",1,1,0,1
"(35, 53)",0,0,1,0
"(36, 53)",1,1,0,0
"(37, 53)",0,1,0,1
"(38, 53)",0,0,1,1
"(39, 53)",0,1,1,1
"(40, 53)",1,0,1,0
"(41, 53)",1,0,0,1
"(42, 53)",0,0,1,1
"(43, 53)",0,0,1,1
"(44, 53)",1,0,1,0
"(45, 53)",0,1,0,0
"(46, 53)",1,1,0,0
"(47, 53)",1,1,0,0
"(48, 53)",1,0,0,1
"(49, 53)",0,0,1,1
"(50, 53)",0,0,1,1
"(51, 53)",0,0,1,1
"(52, 53)",1,0,1,0
"(53, 53)",0,1,0,1
"(54, 53)",0,0,1,1
"(55, 53)",1,0,1,0
"(56, 53)",1,0,0,0
"(57, 53)",1,1,0,0
"(58, 53)",0,0,0,1
"(59, 53)",0,1,1,0
"(60, 53)",1,1,0,0
"(61, 53)",1,0,0,1
"(62, 53)",0,0,1,1
"(63, 53)",1,0,1,0
"(64, 53)",1,0,0,1
"(65, 53)",1,0,1,0
"(66, 53)",0,1,0,1
"(67, 53)",1,0,1,0
"(68, 53)",1,0,0,0
"(69, 53)",1,1,0,1
"(70, 53)",0,0,1,1
"(71, 53)",1,0,1,0
"(72, 53)",1,0,0,1
"(73, 53)",0,0,1,1
"(74, 53)",0,0,1,1
"(75, 53)",1,1,1,0
"(1, 54)",1,1,0,1
"(2, 54)",0,0,1,1
"(3, 54)",1,0,1,0
"(4, 54)",0,1,0,0
"(5, 54)",1,0,0,1
"(6, 54)",0,1,1,0
"(7, 54)",0,1,0,1
"(8, 54)",0,0,1,1
"(9, 54)",0,0,1,1
"(10, 54)",1,0,1,0
"(11, 54)",1,1,0,0
"(12, 54)",1,0,0,0
"(13, 54)",1,0,0,1
"(14, 54)",1,1,1,0
"(15, 54)",1,1,0,1
"(16, 54)",1,0,1,1
"(17, 54)",0,0,1,1
"(18, 54)",0,0,1,0
"(19, 54)",1,1,0,0
"(20, 54)",0,1,0,1
"(21, 54)",1,0,1,0
"(22, 54)",1,1,0,0
"(23, 54)",1,1,0,0
"(24, 54)",1,1,0,1
"(25, 54)",1,0,1,0
"(26, 54)",0,1,0,1
"(27, 54)",0,0,1,1
"(28, 54)",1,1,1,0
"(29, 54)",0,1,0,1
"(30, 54)",1,0,1,1
"(31, 54)",0,0,1,1
"(32, 54)",0,0,1,1
"(33, 54)",1,0,1,0
"(34, 54)",1,1,0,0
"(35, 54)",1,0,0,1
"(36, 54)",0,1,1,0
"(37, 54)",1,0,0,1
"(38, 54)",1,0,1,0
"(39, 54)",0,0,0,1
"(40, 54)",0,1,1,0
"(41, 54)",1,1,0,0
"(42, 54)",1,0,0,1
"(43, 54)",0,0,1,1
"(44, 54)",0,1,1,1
"(45, 54)",1,0,1,0
"(46, 54)",1,1,0,0
"(47, 54)",1,1,0,0
"(48, 54)",1,1,0,0
"(49, 54)",1,0,0,0
"(50, 54)",1,0,0,1
"(51, 54)",1,0,1,0
"(52, 54)",1,1,0,0
"(53, 54)",1,0,0,1
"(54, 54)",0,0,1,1
"(55, 54)",0,1,1,0
"(56, 54)",1,1,0,0
"(57, 54)",0,1,0,1
"(58, 54)",0,0,1,1
"(59, 54)",1,0,1,0
"(60, 54)",1,1,0,1
"(61, 54)",0,1,1,0
"(62, 54)",1,0,0,1
"(63, 54)",0,1,1,0
"(64, 54)",1,1,0,0
"(65, 54)",1,1,0,1
"(66, 54)",0,0,1,0
"(67, 54)",1,1,0,0
"(68, 54)",0,1,0,1
"(69, 54)",0,1,1,1
"(70, 54)",0,0,1,0
"(71, 54)",1,1,0,0
"(72, 54)",0,1,0,1
"(73, 54)",1,0,1,0
"(74, 54)",1,0,0,0
"(75, 54)",1,1,0,0
"(1, 55)",1,1,0,0
"(2, 55)",1,0,0,1
"(3, 55)",0,1,1,0
"(4, 55)",1,0,0,1
"(5, 55)",0,1,1,0
"(6, 55)",1,0,0,1
"(7, 55)",0,0,1,1
"(8, 55)",1,0,1,1
"(9, 55)",1,0,1,0
"(10, 55)",0,1,0,1
"(11, 55)",0,1,1,0
"(12, 55)",1,1,0,0
"(13, 55)",1,1,0,0
"(14, 55)",1,1,0,0
"(15, 55)",0,1,0,0
"(16, 55)",0,1,0,1
"(17, 55)",0,0,1,1
"(18, 55)",0,0,1,1
"(19, 55)",1,1,1,0
"(20, 55)",1,0,0,1
"(21, 55)",0,1,1,0
"(22, 55)",1,1,0,0
"(23, 55)",1,1,0,0
"(24, 55)",0,1,0,0
"(25, 55)",1,1,0,0
"(26, 55)",0,0,0,1
"(27, 55)",1,0,1,0
"(28, 55)",1,1,0,0
"(29, 55)",1,0,0,0
"(30, 55)",0,1,0,1
"(31, 55)",1,0,1,0
"(32, 55)",0,0,0,1
"(33, 55)",1,1,1,0
"(34, 55)",1,1,0,0
"(35, 55)",0,1,0,1
"(36, 55)",0,0,1,1
"(37, 55)",0,1,1,0
"(38, 55)",1,1,0,0
"(39, 55)",1,0,0,1
"(40, 55)",0,0,1,1
"(41, 55)",0,1,1,0
"(42, 55)",0,1,0,0
"(43, 55)",1,0,0,1
"(44, 55)",1,0,1,0
"(45, 55)",0,1,0,1
"(46, 55)",0,1,1,0
"(47, 55)",0,1,0,0
"(48, 55)",1,1,0,0
"(49, 55)",1,1,0,1
"(50, 55)",0,1,1,0
"(51, 55)",0,1,0,1
"(52, 55)",0,1,1,0
"(53, 55)",0,1,0,1
"(54, 55)",0,0,1,1
"(55, 55)",1,0,1,0
"(56, 55)",0,1,0,1
"(57, 55)",0,0,1,1
"(58, 55)",1,0,1,1
"(59, 55)",0,1,1,0
"(60, 55)",0,1,0,1
"(61, 55)",0,0,1,0
"(62, 55)",0,1,0,1
"(63, 55)",0,0,1,1
"(64, 55)",1,1,1,0
"(65, 55)",0,1,0,1
"(66, 55)",1,0,1,0
"(67, 55)",0,1,0,1
"(68, 55)",0,0,1,1
"(69, 55)",1,0,1,1
"(70, 55)",0,0,1,1
"(71, 55)",0,1,1,1
"(72, 55)",0,0,1,0
"(73, 55)",1,1,0,0
"(74, 55)",1,1,0,1
"(75, 55)",0,1,1,0
"(1, 56)",1,1,0,0
"(2, 56)",0,1,0,1
"(3, 56)",0,0,1,1
"(4, 56)",0,1,1,0
"(5, 56)",1,0,0,0
"(6, 56)",0,1,0,1
"(7, 56)",1,0,1,0
"(8, 56)",1,1,0,0
"(9, 56)",1,1,0,0
"(10, 56)",0,0,0,1
"(11, 56)",1,0,1,0
"(12, 56)",1,1,0,1
"(13, 56)",0,1,1,0
"(14, 56)",0,1,0,1
"(15, 56)",1,0,1,1
"(16, 56)",0,0,1,1
"(17, 56)",0,0,1,1
"(18, 56)",1,0,1,0
"(19, 56)",1,1,0,0
"(20, 56)",1,1,0,0
"(21, 56)",1,0,0,0
"(22, 56)",1,1,0,0
"(23, 56)",0,1,0,1
"(24, 56)",0,0,1,1
"(25, 56)",0,1,1,0
"(26, 56)",1,0,0,1
"(27, 56)",1,1,1,0
"(28, 56)",1,1,0,0
"(29, 56)",1,1,0,1
"(30, 56)",0,0,1,0
"(31, 56)",0,1,0,1
"(32, 56)",1,0,1,0
"(33, 56)",0,1,0,1
"(34, 56)",1,1,1,0
"(35, 56)",1,0,0,0
"(36, 56)",1,0,0,1
"(37, 56)",0,0,1,1
"(38, 56)",0,1,1,0
"(39, 56)",1,1,0,1
"(40, 56)",1,0,1,0
"(41, 56)",1,0,0,1
"(42, 56)",0,0,1,1
"(43, 56)",0,1,1,0
"(44, 56)",0,1,0,1
"(45, 56)",0,0,1,1
"(46, 56)",1,0,1,0
"(47, 56)",1,0,0,1
"(48, 56)",0,1,1,0
"(49, 56)",0,1,0,1
"(50, 56)",1,0,1,0
"(51, 56)",1,0,0,1
"(52, 56)",0,0,1,1
"(53, 56)",0,0,1,1
"(54, 56)",1,0,1,0
"(55, 56)",1,1,0,0
"(56, 56)",1,0,0,1
"(57, 56)",1,0,1,0
"(58, 56)",0,1,0,1
"(59, 56)",0,0,1,1
"(60, 56)",0,0,1,1
"(61, 56)",0,0,1,1
"(62, 56)",0,0,1,1
"(63, 56)",1,0,1,0
"(64, 56)",1,1,0,0
"(65, 56)",1,0,0,1
"(66, 56)",1,1,1,0
"(67, 56)",1,0,0,1
"(68, 56)",0,0,1,1
"(69, 56)",0,1,1,0
"(70, 56)",1,0,0,1
"(71, 56)",0,0,1,1
"(72, 56)",0,0,1,1
"(73, 56)",0,1,1,0
"(74, 56)",1,1,0,0
"(75, 56)",1,0,0,0
"(1, 57)",0,1,0,1
"(2, 57)",0,0,1,1
"(3, 57)",1,0,1,0
"(4, 57)",0,0,0,1
"(5, 57)",0,1,1,1
"(6, 57)",0,0,1,1
"(7, 57)",1,1,1,0
"(8, 57)",1,1,0,0
"(9, 57)",0,1,0,1
"(10, 57)",1,0,1,0
"(11, 57)",0,1,0,1
"(12, 57)",0,1,1,0
"(13, 57)",1,0,0,1
"(14, 57)",1,0,1,0
"(15, 57)",0,1,0,1
"(16, 57)",1,0,1,0
"(17, 57)",1,0,0,0
"(18, 57)",1,1,0,0
"(19, 57)",0,1,0,0
"(20, 57)",1,1,0,0
"(21, 57)",1,1,0,0
"(22, 57)",0,1,0,1
"(23, 57)",1,0,1,0
"(24, 57)",1,0,0,1
"(25, 57)",0,0,1,1
"(26, 57)",1,1,1,0
"(27, 57)",0,1,0,0
"(28, 57)",1,1,0,1
"(29, 57)",1,1,1,0
"(30, 57)",1,0,0,1
"(31, 57)",1,0,1,1
"(32, 57)",0,1,1,0
"(33, 57)",0,0,0,1
"(34, 57)",0,1,1,1
"(35, 57)",0,1,1,0
"(36, 57)",1,1,0,0
"(37, 57)",0,0,0,1
"(38, 57)",0,0,1,1
"(39, 57)",1,1,1,0
"(40, 57)",1,1,0,0
"(41, 57)",0,1,0,1
"(42, 57)",1,0,1,0
"(43, 57)",0,0,0,1
"(44, 57)",1,0,1,1
"(45, 57)",0,0,1,1
"(46, 57)",0,1,1,0
"(47, 57)",1,1,0,0
"(48, 57)",0,0,0,1
"(49, 57)",1,0,1,1
"(50, 57)",0,1,1,0
"(51, 57)",0,1,0,1
"(52, 57)",1,0,1,0
"(53, 57)",1,0,0,0
"(54, 57)",1,1,0,0
"(55, 57)",1,1,0,1
"(56, 57)",0,1,1,0
"(57, 57)",1,1,0,0
"(58, 57)",1,0,0,1
"(59, 57)",0,0,1,1
"(60, 57)",1,0,1,0
"(61, 57)",1,0,0,0
"(62, 57)",1,0,0,1
"(63, 57)",0,1,1,0
"(64, 57)",0,1,0,0
"(65, 57)",1,1,0,0
"(66, 57)",0,1,0,0
"(67, 57)",1,1,0,0
"(68, 57)",1,0,0,1
"(69, 57)",0,0,1,1
"(70, 57)",0,1,1,0
"(71, 57)",1,0,0,0
"(72, 57)",1,0,0,1
"(73, 57)",1,0,1,0
"(74, 57)",0,1,0,1
"(75, 57)",1,1,1,0
"(1, 58)",1,0,0,1
"(2, 58)",1,0,1,0
"(3, 58)",0,1,0,1
"(4, 58)",1,0,1,0
"(5, 58)",1,0,0,1
"(6, 58)",1,0,1,0
"(7, 58)",0,1,0,0
"(8, 58)",0,1,0,1
"(9, 58)",1,0,1,0
"(10, 58)",0,1,0,1
"(11, 58)",1,0,1,0
"(12, 58)",1,0,0,1
"(13, 58)",0,1,1,0
"(14, 58)",1,1,0,0
"(15, 58)",1,0,0,0
"(16, 58)",1,1,0,0
"(17, 58)",1,1,0,0
"(18, 58)",0,1,0,1
"(19, 58)",0,0,1,1
"(20, 58)",0,1,1,0
"(21, 58)",1,1,0,1
"(22, 58)",0,0,1,0
"(23, 58)",0,1,0,1
"(24, 58)",0,1,1,1
"(25, 58)",0,0,1,0
"(26, 58)",0,1,0,1
"(27, 58)",1,0,1,1
"(28, 58)",0,1,1,0
"(29, 58)",1,1,0,1
"(30, 58)",0,1,1,0
"(31, 58)",0,1,0,0
"(32, 58)",1,0,0,1
"(33, 58)",0,0,1,1
"(34, 58)",1,0,1,0
"(35, 58)",1,0,0,1
"(36, 58)",0,1,1,0
"(37, 58)",1,0,0,1
"(38, 58)",1,0,1,0
"(39, 58)",0,1,0,0
"(40, 58)",0,1,0,1
"(41, 58)",1,0,1,0
"(42, 58)",0,1,0,1
"(43, 58)",1,0,1,0
"(44, 58)",0,1,0,1
"(45, 58)",1,0,1,0
"(46, 58)",0,0,0,1
"(47, 58)",0,1,1,1
"(48, 58)",1,0,1,0
"(49, 58)",0,1,0,1
"(50, 58)",1,0,1,0
"(51, 58)",1,0,0,1
"(52, 58)",0,1,1,0
"(53, 58)",0,1,0,1
"(54, 58)",1,1,1,1
"(55, 58)",0,1,1,1
"(56, 58)",1,0,1,0
"(57, 58)",0,1,0,1
"(58, 58)",0,1,1,0
"(59, 58)",1,0,0,1
"(60, 58)",0,1,1,0
"(61, 58)",1,1,0,1
"(62, 58)",0,1,1,0
"(63, 58)",1,0,0,1
"(64, 58)",1,0,1,0
"(65, 58)",1,1,0,1
"(66, 58)",0,0,1,1
"(67, 58)",0,1,1,0
"(68, 58)",0,1,0,1
"(69, 58)",1,0,1,0
"(70, 58)",1,0,0,1
"(71, 58)",1,1,1,0
"(72, 58)",1,1,0,0
"(73, 58)",0,1,0,1
"(74, 58)",0,0,1,1
"(75, 58)",0,1,1,0
"(1, 59)",1,1,0,0
"(2, 59)",0,1,0,1
"(3, 59)",1,0,1,0
"(4, 59)",0,1,0,1
"(5, 59)",0,1,1,0
"(6, 59)",0,1,0,1
"(7, 59)",0,0,1,1
"(8, 59)",0,0,1,1
"(9, 59)",0,1,1,0
"(10, 59)",1,0,0,0
"(11, 59)",0,1,0,1
"(12, 59)",0,1,1,0
"(13, 59)",1,0,0,0
"(14, 59)",1,1,0,0
"(15, 59)",1,1,0,0
"(16, 59)",0,1,0,1
"(17, 59)",0,1,1,1
"(18, 59)",0,0,1,1
"(19, 59)",1,0,1,0
